X,Y,country,nThumbsUp,city,reportRating,confidence,reliability,latitude,globalid,type,uuid,roadType,magvar,subtype,street,reportDescription,objectid,pubMillis,longitude
16.694368,49.176284,EZ,,Brno,1,0,5,49.176284,{EA6DF90A-2688-FA5E-7E26-7670CE8DB443},JAM,eb20cbc1-9c6f-4b8f-9854-0becd6e69670,2,303,JAM_STAND_STILL_TRAFFIC,Å lapanickÃ¡,,1256481,2024/04/09 05:46:05+00,16.694368
16.529304,49.173695,EZ,,Brno,3,0,5,49.173695,{80D0D5EC-7B2E-4368-D1A3-F6B7905035EF},JAM,733928cf-04b1-426f-b67d-15d0c55d46e1,7,97,JAM_HEAVY_TRAFFIC,PraÅ¾skÃ¡,,1256482,2024/04/09 05:49:14+00,16.529304
16.5956,49.157725,EZ,,Brno,3,0,5,49.157725,{4342638B-01AF-5594-D2B1-860E06F58C8F},JAM,8f9d5ba5-b3e8-4ed1-b2c2-76462029a808,2,48,JAM_HEAVY_TRAFFIC,OÅ™echovskÃ¡,,1256483,2024/04/09 05:49:33+00,16.5956
16.627624,49.202959,EZ,1,Brno,2,0,6,49.202959,{B3BF8184-D0FF-8011-1D4A-2217225BD851},JAM,1d215783-0c2f-42bb-a23b-15cf4d1141d6,2,228,JAM_HEAVY_TRAFFIC,Cejl,,1256484,2024/04/09 05:49:16+00,16.627624
16.573611,49.211568,EZ,,Brno,0,0,5,49.211568,{94DBC833-E80C-2253-6246-3138D98F4BDA},JAM,998b9f68-92bd-4771-9229-c5177fc37bcc,6,224,JAM_HEAVY_TRAFFIC,Å½abovÅ™eskÃ¡,,1256485,2024/04/09 05:49:14+00,16.573611
16.615869,49.193292,EZ,4,Brno,5,1,10,49.193292,{E9E0B971-9981-F430-D272-01303063309C},HAZARD,5c9f2fd7-aaa5-4e96-ba6a-ee27c541d2c2,2,17,HAZARD_ON_SHOULDER_CAR_STOPPED,KoliÅ¡tÄ›,,1256486,2024/04/09 05:48:42+00,16.615869
16.555354,49.164168,EZ,1,,3,1,8,49.164168,{166CBDDA-2085-D394-B20F-740689F1A906},JAM,9f4a33f6-7728-4faa-a5c1-61f5783df3cd,3,117,JAM_HEAVY_TRAFFIC,D1,,1256487,2024/04/09 05:48:45+00,16.555354
16.603926,49.19582,EZ,,Brno,1,0,5,49.19582,{EE593DAC-A941-6604-9C61-DABDEAE85BE0},JAM,833f1dea-af99-47a6-b269-5cb6e848f461,2,166,JAM_HEAVY_TRAFFIC,Husova,,1256488,2024/04/09 05:49:15+00,16.603926
16.680429,49.171129,EZ,,Brno,4,0,5,49.171129,{DF26B492-1254-7F15-8969-136CB9CDE570},JAM,233367fb-d2b0-4c7c-a7d8-12fba0f91235,2,34,,TuÅ™anka,,1256489,2024/04/09 05:48:03+00,16.680429
16.629135,49.202753,EZ,,Brno,3,0,5,49.202753,{C9D56EFC-258A-DC7C-2E14-5F5557A9A335},JAM,4e199b91-716e-4cf8-badd-66926a9ccdc6,1,222,JAM_STAND_STILL_TRAFFIC,LazaretnÃ­,,1256490,2024/04/09 05:47:44+00,16.629135
16.589139,49.172923,EZ,,Brno,5,0,5,49.172923,{7ED34332-041A-5013-C45A-F1819826B4DF},JAM,64332191-e36e-43e6-b8f7-6707692becb3,7,94,JAM_HEAVY_TRAFFIC,JihlavskÃ¡,,1256491,2024/04/09 05:48:33+00,16.589139
16.64744,49.197103,EZ,,Brno,3,1,7,49.197103,{DABA0F87-F911-33FF-29CB-BA1C3EEB0711},JAM,5f0da3a2-9b36-43d7-8468-658e2468f3f2,1,313,,Jamborova,,1256492,2024/04/09 05:47:36+00,16.64744
16.642221,49.207174,EZ,,Brno,2,0,5,49.207174,{E7A78109-7B00-E2F8-8AC4-50D300E3E7DF},JAM,714648f5-45af-402a-bb68-a7a6fc17e7e0,6,5,,Svatoplukova,,1256493,2024/04/09 05:50:58+00,16.642221
16.690852,49.177501,EZ,,Brno,2,1,7,49.177501,{C91AC076-FD88-A60B-8587-6BBA4F70E65F},JAM,f1cd1676-448e-4604-a85c-fa2e82250107,2,250,JAM_STAND_STILL_TRAFFIC,Matlachova,,1256494,2024/04/09 05:51:15+00,16.690852
16.613019,49.185297,EZ,,Brno,3,1,7,49.185297,{8B5C0442-28A5-4767-60BE-9B2091823F7E},JAM,98336367-d9d6-4e79-91e1-112aaeb7720a,6,55,JAM_STAND_STILL_TRAFFIC,OpuÅ¡tÄ›nÃ¡,,1256495,2024/04/09 05:50:58+00,16.613019
16.565051,49.149259,EZ,,,3,0,5,49.149259,{468A2558-365F-5740-4E5D-C0C9814AA739},JAM,e61fd08d-aecd-4623-a68d-0bedf8cdba77,2,114,,15273,,1256496,2024/04/09 05:51:25+00,16.565051
16.563376,49.178032,EZ,,Brno,5,1,8,49.178032,{703DCE82-FC14-21F1-A33A-3840516F7BC2},JAM,6f6e0014-fda2-4f54-9f68-7a88c1170884,4,191,JAM_STAND_STILL_TRAFFIC,Â» N. LÃ­skovec / Bohunice,,1256497,2024/04/09 05:50:01+00,16.563376
16.622098,49.187963,EZ,,Brno,2,0,5,49.187963,{C7C47A94-EFE6-A420-ECAB-222A2F66503B},JAM,42f6d981-cf70-4c80-925d-fab156b7a70d,6,252,,ZvonaÅ™ka,,1256498,2024/04/09 05:50:36+00,16.622098
16.653308,49.191192,EZ,,Brno,2,0,6,49.191192,{C750A1E0-2209-1D1F-DA92-90E297D9DFC0},JAM,4ad44b09-0c8f-4e82-b2e6-1742d033e67e,1,281,,KrÃ¡snÃ©ho,,1256499,2024/04/09 05:51:02+00,16.653308
16.5641,49.212376,EZ,,Brno,0,0,5,49.212376,{C4FACAEA-BD22-E395-A6F4-6A49083CACAB},JAM,33267ba3-421d-4967-bd89-ea7c7a444fb8,7,359,,KnÃ­niÄ�skÃ¡,,1256500,2024/04/09 05:49:56+00,16.5641
16.607329,49.208676,EZ,,Brno,3,0,5,49.208676,{13F67263-1F2C-605D-5139-12D42E4FD012},JAM,7b0d70e5-2450-4dfe-9ec9-62d15ae9185e,2,240,JAM_HEAVY_TRAFFIC,PionÃ½rskÃ¡,,1256501,2024/04/09 05:49:43+00,16.607329
16.573519,49.19267,EZ,,Brno,1,0,5,49.19267,{2518FE50-3D55-53AD-FE87-35EA1DC8BD94},JAM,32c99988-bdf9-4eea-abbf-6a9ecab762f4,2,117,,Hlinky,,1256502,2024/04/09 05:50:15+00,16.573519
16.642458,49.208843,EZ,1,Brno,3,0,6,49.208843,{BD003088-5827-C87A-2B81-3F7225A8FF55},JAM,1cbd5cb3-2b55-45d8-9cd4-ee4c95630b0c,6,6,JAM_STAND_STILL_TRAFFIC,Svatoplukova,,1256503,2024/04/09 05:51:21+00,16.642458
16.594309,49.209624,EZ,,Brno,3,0,5,49.209624,{6908CC67-3B5C-5A1B-FB68-5AA6B6872E46},JAM,eb2b18a8-7c03-4272-b2ee-b54cacdd65a6,2,158,JAM_STAND_STILL_TRAFFIC,Kounicova,,1256504,2024/04/09 05:49:52+00,16.594309
16.605222,49.122997,EZ,,,5,0,5,49.122997,{EECEED44-7F3B-0E32-080E-B028702EA057},JAM,ab0728aa-7381-4ef0-acd2-ffb0d48fd164,4,359,,,,1256505,2024/04/09 05:52:29+00,16.605222
16.696091,49.171204,EZ,,,4,2,10,49.171204,{CBB34841-7510-2432-1E1B-A928F14D5262},JAM,899f9b51-37ee-4da1-bfb3-2e0ca2b4cdde,3,218,JAM_HEAVY_TRAFFIC,D1,,1256506,2024/04/09 05:53:10+00,16.696091
16.606134,49.144088,EZ,,Brno,3,0,5,49.144088,{6A62EEC9-2792-7922-7F5F-4DBE0B24FEF7},JAM,bd460db1-9d7f-4698-9a87-bf50c9033a26,2,81,JAM_STAND_STILL_TRAFFIC,MoravanskÃ¡,,1256507,2024/04/09 05:53:29+00,16.606134
16.602765,49.174969,EZ,,Brno,3,0,5,49.174969,{D2C2B4E9-36D9-9018-6AD8-892221EEDF00},JAM,4dec3313-dcb5-4921-86ec-2c03d02fb998,1,13,JAM_HEAVY_TRAFFIC,,,1256508,2024/04/09 05:53:12+00,16.602765
16.666896,49.176573,EZ,,Brno,3,1,7,49.176573,{B698DF6D-A8C8-5AD0-2D9D-2724DE7EE271},JAM,ac404c0e-f741-408c-8cdd-5adaff647a36,1,132,JAM_HEAVY_TRAFFIC,Vlastimila Pecha,,1256509,2024/04/09 05:52:18+00,16.666896
16.583855,49.173462,EZ,,Brno,5,0,5,49.173462,{C9BAAA81-E58D-2596-A3BF-22270D1F5D2F},JAM,ab901924-bafe-48b8-b6fe-d2085a45731f,2,174,JAM_STAND_STILL_TRAFFIC,Kamenice,,1256510,2024/04/09 05:53:03+00,16.583855
16.664676,49.178049,EZ,,Brno,3,0,5,49.178049,{8039A974-B0C2-D1F3-5B01-CCDEC207515B},JAM,95412261-ff57-470e-97ae-947cc29c626e,1,137,JAM_HEAVY_TRAFFIC,Vlastimila Pecha,,1256511,2024/04/09 05:51:56+00,16.664676
16.628232,49.218205,EZ,,Brno,2,0,5,49.218205,{8D08EC5D-253F-4864-EFEE-AEB67FD93FDA},JAM,7d580bc6-4fb3-4b6c-9bb9-93b474798879,2,203,,Merhautova,,1256512,2024/04/09 05:52:07+00,16.628232
16.588183,49.188669,EZ,,Brno,1,0,6,49.188669,{8B51790A-6E6A-C135-F046-B2135AF4C8EC},JAM,cd6ce729-3b73-4751-a70f-56c74d53a1ac,2,91,JAM_HEAVY_TRAFFIC,VeletrÅ¾nÃ­,,1256513,2024/04/09 05:52:47+00,16.588183
16.608771,49.124532,EZ,,,3,0,5,49.124532,{72F90193-24FA-2872-80EC-39E37467BDC3},JAM,cc2bfad7-ff20-4370-a865-e03d56ddd28b,7,255,,152,,1256514,2024/04/09 05:52:14+00,16.608771
16.57375,49.213929,EZ,,Brno,1,0,5,49.213929,{7A94675A-D2AC-6B2B-818A-1BA1FDA3E85F},JAM,2f44c0e3-abc9-4582-9008-c47ef603d121,2,112,JAM_HEAVY_TRAFFIC,Horova,,1256515,2024/04/09 05:51:54+00,16.57375
16.683212,49.173456,EZ,,Brno,2,0,5,49.173456,{854BB569-5380-086A-901E-B1D458D2BC7C},JAM,a410795b-3257-4925-87f1-a4ed0a19db87,2,222,JAM_HEAVY_TRAFFIC,TuÅ™anka,,1256516,2024/04/09 05:53:14+00,16.683212
16.6139,49.201558,EZ,7,Brno,1,3,10,49.201558,{BD140236-6CC1-4CED-4F74-7AA1CE9CB651},ACCIDENT,d51bfe1c-56a2-401c-84a6-5ff1a13dd5fc,2,160,,nÃ¡mÄ›stÃ­ 28. Å™Ã­jna,,1256517,2024/04/09 05:52:51+00,16.6139
16.65111,49.209497,EZ,,Brno,2,0,6,49.209497,{45B8152C-16BE-CED4-C69C-DED372D0183D},JAM,783f0272-1d0b-49e1-8b3a-7b6adbb5ff2e,7,256,JAM_HEAVY_TRAFFIC,Rokytova,,1256518,2024/04/09 05:51:55+00,16.65111
16.599348,49.159228,EZ,,,3,0,5,49.159228,{78450EFC-23C2-1BFE-3F10-C83687305BE9},JAM,760a86e9-e3c0-405e-8d53-75b318357a0b,4,197,,Â» Olomouc / Uh. HradiÅ¡tÄ› / Bratislava (SK),,1256519,2024/04/09 05:54:39+00,16.599348
16.648807,49.190272,EZ,1,Brno,3,2,10,49.190272,{044A8A3E-39D4-3A3C-E6D4-E371FE6441E3},JAM,19114cfc-1e8d-41f5-bbf8-c0a22eaccbc7,6,283,JAM_HEAVY_TRAFFIC,OstravskÃ¡,,1256520,2024/04/09 05:55:02+00,16.648807
16.61673,49.213328,EZ,23,Brno,3,5,10,49.213328,{F06F2A31-2DE8-2493-E262-31F622B9B611},HAZARD,c514a8a1-8cff-4f0e-90ee-187bede16e69,2,339,HAZARD_ON_ROAD_POT_HOLE,tÅ™Ã­da GenerÃ¡la PÃ­ky,,1256521,2024/04/09 05:53:46+00,16.61673
16.668322,49.175734,EZ,,Brno,3,1,7,49.175734,{E415A2B2-42F8-FCE3-4E46-90812869D1C6},JAM,9d906094-caa9-4fc3-b8c6-7d6cef2e20e1,1,131,JAM_HEAVY_TRAFFIC,Vlastimila Pecha,,1256522,2024/04/09 05:55:13+00,16.668322
16.652812,49.191249,EZ,,Brno,2,0,5,49.191249,{D0D0E1F6-9119-B81B-3077-178EA29B539D},JAM,c28eab56-0e83-4038-bc82-8bb1860e0e6e,1,95,,KrÃ¡snÃ©ho,,1256523,2024/04/09 05:55:26+00,16.652812
16.584785,49.217321,EZ,,Brno,0,0,5,49.217321,{71F37383-E0F8-8C27-452F-4CAFDCAE43CA},JAM,afe56e6f-7190-4d68-87fc-dc211bdf10b7,2,162,,,,1256524,2024/04/09 05:54:21+00,16.584785
16.621963,49.221888,EZ,9,Brno,3,4,10,49.221888,{368BF48D-9BA6-4B28-1E9E-59F4ECB77D09},HAZARD,aa41f60d-0519-4d71-b125-8a68013d5bde,2,42,HAZARD_ON_ROAD_POT_HOLE,tÅ™Ã­da GenerÃ¡la PÃ­ky,,1256525,2024/04/09 05:55:01+00,16.621963
16.647829,49.150686,EZ,,Brno,3,0,6,49.150686,{7A6C0244-17C0-C7B9-DDF5-0A8EB8F9EB2E},JAM,99cb3703-6038-4353-9dd5-6b378cc3cfdb,1,355,JAM_STAND_STILL_TRAFFIC,V aleji,,1256526,2024/04/09 05:54:59+00,16.647829
16.609365,49.164521,EZ,,Brno,1,1,7,49.164521,{1586518C-47BA-90FB-969C-0C5678AF0B9F},JAM,c98b5b6a-2bcb-465f-b13c-8247de70b6f8,2,73,JAM_STAND_STILL_TRAFFIC,Sokolova,,1256527,2024/04/09 05:54:45+00,16.609365
16.619003,49.21974,EZ,,Brno,3,0,5,49.21974,{680C2B37-F7EF-8CB8-90A5-E92115FF8E16},HAZARD,69c66992-9c38-47a4-8517-5b5df07093a1,2,39,HAZARD_ON_ROAD_POT_HOLE,tÅ™Ã­da GenerÃ¡la PÃ­ky,,1256528,2024/04/09 05:54:40+00,16.619003
16.576097,49.192767,EZ,,Brno,5,0,5,49.192767,{9E69F776-CD66-8FCA-E456-C156B0DEBDA5},JAM,bfadde9c-8cb6-4605-979f-9bb3457a1685,2,207,JAM_HEAVY_TRAFFIC,LipovÃ¡,,1256529,2024/04/09 05:55:30+00,16.576097
16.62703,49.216121,EZ,,Brno,1,0,5,49.216121,{D0BC8C8C-B569-98BE-09D4-9BC5A444F5FA},JAM,ad75c245-9190-4773-94bb-c00428ad9d8b,2,199,,Merhautova,,1256530,2024/04/09 05:55:22+00,16.62703
16.641041,49.208135,EZ,,Brno,2,0,5,49.208135,{D4C034C6-1C94-90B3-15EC-5EB35445A8E4},JAM,8c3ccbce-ecb5-4e8c-9a59-123dde949e33,1,127,JAM_HEAVY_TRAFFIC,MarkÃ©ty KuncovÃ©,,1256531,2024/04/09 05:53:43+00,16.641041
16.586383,49.168546,EZ,,Brno,5,0,5,49.168546,{53D59FA7-3394-B688-F704-C6315841B815},JAM,dd30f9d5-34fd-4f6a-8ca0-0085f064e54f,2,177,JAM_STAND_STILL_TRAFFIC,UkrajinskÃ¡,,1256532,2024/04/09 05:55:12+00,16.586383
16.611239,49.200078,EZ,,Brno,5,0,5,49.200078,{B7C83266-AED1-1836-0D19-EBB5813F2729},JAM,86a2b653-1aa5-49cd-9971-8021ed1d5fdf,2,59,,Milady HorÃ¡kovÃ©,,1256533,2024/04/09 05:53:42+00,16.611239
16.59184,49.189271,EZ,1,Brno,1,1,7,49.189271,{3BC46B9D-5ED6-BE79-B231-32EA457B69E6},JAM,9b297e9d-4595-4c1d-9215-559d9f46e1ad,2,58,JAM_HEAVY_TRAFFIC,VeletrÅ¾nÃ­,,1256534,2024/04/09 05:55:14+00,16.59184
16.586155,49.186816,EZ,,Brno,3,0,5,49.186816,{4AA44E3A-2FE9-6EB5-8F5E-AFC23FDDD2C5},JAM,ef4fd4bf-a1cd-4f81-ac04-21b599dbc5d4,2,53,JAM_HEAVY_TRAFFIC,KÅ™Ã­Å¾kovskÃ©ho,,1256535,2024/04/09 05:55:13+00,16.586155
16.631574,49.189966,EZ,4,Brno,2,2,9,49.189966,{DAE6F032-5FA4-770A-6E3D-1DAC2CC11D06},JAM,8b23588c-4464-4e89-a0b6-be1fb840a986,6,244,JAM_HEAVY_TRAFFIC,OlomouckÃ¡,,1256536,2024/04/09 05:57:09+00,16.631574
16.567025,49.188229,EZ,,Brno,1,0,5,49.188229,{2B6BA2DF-16DA-3CE4-92C8-1330B6FD112A},JAM,f8053246-ad27-4487-bcb9-d8460a74294a,3,42,,BÃ­teÅ¡skÃ¡,,1256537,2024/04/09 05:56:36+00,16.567025
16.556887,49.217693,EZ,,Brno,2,0,5,49.217693,{588720BC-A3F9-4423-F6AF-82EB0A719863},JAM,3d7ba7a3-7972-4365-afd7-198b8a22d60b,2,94,JAM_HEAVY_TRAFFIC,HlavnÃ­,,1256538,2024/04/09 05:55:57+00,16.556887
16.458039,49.186543,EZ,1,,5,3,10,49.186543,{64E8C4FA-5302-0BC5-E86B-236F0A5E4359},JAM,3c1abae8-4758-478c-9586-946269d4a9e4,3,105,JAM_STAND_STILL_TRAFFIC,D1,,1256539,2024/04/09 05:57:25+00,16.458039
16.591577,49.196724,EZ,,Brno,2,0,5,49.196724,{50F3CAB8-B67E-F8DC-D031-06980766B6B0},JAM,db03778b-c06d-4495-b151-7da11a3fc9f0,2,67,JAM_HEAVY_TRAFFIC,TvrdÃ©ho,,1256540,2024/04/09 05:55:42+00,16.591577
16.535709,49.169157,EZ,,,2,0,6,49.169157,{06A79102-0366-7D70-1061-009A2A59868E},JAM,d250d5ba-a5d9-48bc-a6ea-562f427f4205,3,101,,D1,,1256541,2024/04/09 05:55:46+00,16.535709
16.601451,49.144047,EZ,9,Brno,3,5,10,49.144047,{4F33A9F9-C2BE-49A3-CB56-EC576D8AC65A},HAZARD,fe4dfa79-2765-4590-8204-f950aef22aff,2,92,HAZARD_ON_ROAD_POT_HOLE,MoravanskÃ¡,,1256542,2024/04/09 05:57:13+00,16.601451
16.65532,49.210473,EZ,,Brno,4,0,6,49.210473,{DC612953-5ADD-EB16-D82C-60F098E150C7},JAM,ae0f1db8-ebd9-4b89-af81-5b45d284558a,7,241,JAM_HEAVY_TRAFFIC,Å½aroÅ¡ickÃ¡,,1256543,2024/04/09 05:56:00+00,16.65532
16.631583,49.146345,EZ,,,4,0,5,49.146345,{649DE604-C731-7E8B-E767-ACA029220C10},JAM,557bc2dc-718e-4bf1-a969-fc08cb799b3e,3,342,JAM_STAND_STILL_TRAFFIC,D2,,1256544,2024/04/09 05:57:36+00,16.631583
16.629625,49.132789,EZ,,,1,0,5,49.132789,{A40DA33C-D043-57CC-8A1F-28C3F1F4AE84},JAM,53235357-ae11-415c-a852-8f35b53233cd,7,235,JAM_HEAVY_TRAFFIC,152,,1256545,2024/04/09 05:55:58+00,16.629625
16.641798,49.20546,EZ,,Brno,2,0,5,49.20546,{42D05496-30DD-C3CA-86F5-3B3CC7D1C745},JAM,52c4231c-fb05-44bb-9ba0-e2f2d75f93b1,6,15,,Svatoplukova,,1256546,2024/04/09 05:57:07+00,16.641798
16.495334,49.179644,EZ,,,1,1,7,49.179644,{17EBF185-AE84-4908-49C2-98F9BBC20F4C},JAM,7e6eee0e-9a6f-493d-8348-2cd0529980b0,7,308,,602,,1256547,2024/04/09 05:57:18+00,16.495334
16.586393,49.167444,EZ,,Brno,2,0,5,49.167444,{A43B8C1A-4596-0A39-BA09-9DCFDAD346AF},JAM,abbb5b4e-5cad-4ea5-82ad-79ce5f24a5e8,2,180,JAM_HEAVY_TRAFFIC,UkrajinskÃ¡,,1256548,2024/04/09 05:57:21+00,16.586393
16.623854,49.172636,EZ,102,Brno,4,5,10,49.172636,{88AC9EE5-0A61-2F28-EAA6-CD8BE6A72226},HAZARD,2a762e8a-ce53-4e2b-94ca-99e481f0024f,6,153,HAZARD_ON_ROAD_CONSTRUCTION,HnÄ›vkovskÃ©ho,,1256549,2024/04/09 05:56:18+00,16.623854
16.523031,49.170809,EZ,2,,4,2,9,49.170809,{7DE020BE-EB50-3133-D834-A76352432340},JAM,2837dcf8-1035-4f25-962d-dfb1e425dd1c,3,100,JAM_STAND_STILL_TRAFFIC,D1,,1256550,2024/04/09 05:59:16+00,16.523031
16.504676,49.179811,EZ,,,4,0,5,49.179811,{0850CDE4-5A09-6585-0F63-2122045BDF6F},JAM,3d75e549-15b9-4dab-988e-ab991ae556b1,2,181,,3844,,1256551,2024/04/09 05:59:32+00,16.504676
16.6212,49.128174,EZ,,ModÅ™ice,4,0,6,49.128174,{304759FC-49D7-3330-A4C3-B269FA50D910},JAM,e789030b-d108-4d09-abab-5fed8e5ed660,2,271,,ChrlickÃ¡,,1256552,2024/04/09 05:58:20+00,16.6212
16.587038,49.165498,EZ,,Brno,5,0,6,49.165498,{55AFDCE0-300C-5014-4326-3BF8FA0EDD79},JAM,15b74cad-9c98-4d62-9c31-3bf301dc6a98,2,134,JAM_STAND_STILL_TRAFFIC,LÃ¡ny,,1256553,2024/04/09 05:58:42+00,16.587038
16.629393,49.218928,EZ,,Brno,2,0,6,49.218928,{C84C7BB8-B2EF-B699-35E3-02ED51383D30},JAM,f80477ae-a828-45f3-ab3c-2c089b025f9f,1,0,,LozÃ­bky,,1256554,2024/04/09 05:59:16+00,16.629393
16.615321,49.186262,EZ,1,Brno,1,0,6,49.186262,{99CFD365-B005-A4FC-4429-76FB8CFDC7C1},HAZARD,057ca716-6d6c-4a09-b200-7c57dcb99527,6,248,HAZARD_ON_SHOULDER_CAR_STOPPED,ZvonaÅ™ka,,1256555,2024/04/09 05:58:42+00,16.615321
16.49143,49.181502,EZ,1,PopÅ¯vky,5,0,6,49.181502,{0A664854-5D23-1412-59C8-74C481370134},ACCIDENT,cadf1fa0-6cee-4283-afcb-5dcdef1a5fcf,7,293,,Vintrovna,,1256556,2024/04/09 05:58:41+00,16.49143
16.492425,49.18116,EZ,55,PopÅ¯vky,5,5,10,49.18116,{DED5242D-F46F-ADF7-953F-1A2379ACBECD},ACCIDENT,f4b75ada-f5b3-4d60-a96a-a286b704ecf7,7,124,,Vintrovna,,1256557,2024/04/09 05:58:10+00,16.492425
16.576142,49.177242,EZ,,Brno,1,0,5,49.177242,{3C1A7FDA-A20F-95CC-958A-18EDC73631F2},JAM,2ac7a042-ffcd-468e-82ab-9008f4033f28,2,116,,Kamenice,,1256558,2024/04/09 05:58:39+00,16.576142
16.630408,49.150602,EZ,,,0,0,5,49.150602,{C7C20FA7-3829-CC56-BE79-E19E6B0EBE26},JAM,ca0bc473-484b-47db-88f4-63c6debc4ec3,3,354,,D2,,1256559,2024/04/09 05:57:52+00,16.630408
16.496979,49.178784,EZ,,Troubsko,4,1,7,49.178784,{6BDF00A8-6B59-7527-E9C2-2D7A0C88E3B8},JAM,e8b5f2ba-1418-42ec-b03b-fa218782bedf,7,308,JAM_STAND_STILL_TRAFFIC,JihlavskÃ¡,,1256560,2024/04/09 05:59:12+00,16.496979
16.625535,49.166484,EZ,1,Brno,3,1,7,49.166484,{9372CACA-2ECF-9B5D-0820-12C947794A98},JAM,147103b3-8502-4bf5-bf34-cfa419fa49b2,2,268,JAM_STAND_STILL_TRAFFIC,Sokolova,,1256561,2024/04/09 05:57:47+00,16.625535
16.6262,49.186172,EZ,,Brno,1,0,5,49.186172,{48C2A912-12D3-653A-D0FD-FACDB005818B},JAM,71bf9574-df03-4b42-a46d-3cdb378fc48b,1,359,,MasnÃ¡,,1256562,2024/04/09 05:59:08+00,16.6262
16.517095,49.172034,EZ,,,3,0,6,49.172034,{25C9B813-A43B-715E-8888-DA17D9D312E2},JAM,7ab57841-6e6b-4717-8ed2-2e2931eb6d2d,3,116,JAM_STAND_STILL_TRAFFIC,D1,,1256563,2024/04/09 05:59:59+00,16.517095
16.493679,49.180515,EZ,,,1,0,6,49.180515,{63847E07-B651-1054-E0D8-867EDDAB8E21},JAM,cab4b9b0-dca5-4a77-ae96-275cc52cff44,7,309,JAM_HEAVY_TRAFFIC,602,,1256564,2024/04/09 06:00:35+00,16.493679
16.49315,49.180801,EZ,,PopÅ¯vky,1,0,5,49.180801,{728D1C93-8E5E-3A52-8877-AC561A27B890},JAM,2db9c7a3-000c-4085-85bf-801d37f242d5,7,309,JAM_HEAVY_TRAFFIC,Vintrovna,,1256565,2024/04/09 06:01:18+00,16.49315
16.59938,49.162831,EZ,,Brno,5,0,5,49.162831,{9CCB575F-FCEF-331B-B51D-A808B1F27C9F},JAM,fea32e69-949c-4eec-932f-9d95b7ca29b8,2,106,JAM_STAND_STILL_TRAFFIC,BohunickÃ¡,,1256566,2024/04/09 06:01:36+00,16.59938
16.597009,49.160126,EZ,12,,2,5,10,49.160126,{138A6E47-2875-97C0-E0A8-8233EBB0C558},HAZARD,d1293204-61e0-40e9-900d-882bce23df50,3,100,HAZARD_ON_SHOULDER_CAR_STOPPED,D1,,1256567,2024/04/09 06:01:22+00,16.597009
16.61643,49.198791,EZ,,Brno,2,0,5,49.198791,{0B9FF811-F2A3-CA44-F76A-3A316153C842},JAM,e5caee67-d23d-4dc8-b87a-4c9ff0306c45,1,250,JAM_HEAVY_TRAFFIC,BratislavskÃ¡,,1256568,2024/04/09 05:59:38+00,16.61643
16.497974,49.178264,EZ,,Troubsko,3,0,5,49.178264,{8FF040BD-5D32-7B4C-9262-3B03F7D8B3A1},JAM,c406088e-d67e-49fe-b1a9-1606fe26391a,7,308,JAM_HEAVY_TRAFFIC,JihlavskÃ¡,,1256569,2024/04/09 06:01:19+00,16.497974
16.559327,49.172307,EZ,27,Brno,4,5,10,49.172307,{D0EEEE96-0AF8-A01E-E5AA-B51E787A7E23},HAZARD,1cd79ea4-e944-4e6f-a03c-0d8a2823e40b,3,55,HAZARD_ON_SHOULDER_CAR_STOPPED,BÃ­teÅ¡skÃ¡,,1256570,2024/04/09 06:01:14+00,16.559327
16.620511,49.192104,EZ,18,Brno,4,5,10,49.192104,{E15DFA2E-51EA-7D21-6FA4-D9E338056C15},HAZARD,8f8d3dff-cb1d-4c35-9d13-8330cbecefc6,1,26,HAZARD_ON_SHOULDER_CAR_STOPPED,Å pitÃ¡lka,,1256571,2024/04/09 05:59:39+00,16.620511
16.437922,49.191603,EZ,,,2,2,10,49.191603,{DE31E8A8-6139-A80B-9C63-D862FE8DF66A},JAM,6999772f-46d0-408b-9509-40d3ab788bb4,3,120,JAM_HEAVY_TRAFFIC,D1,,1256572,2024/04/09 06:03:27+00,16.437922
16.639543,49.212769,EZ,,Brno,4,1,7,49.212769,{51AE465B-AD67-5B84-1542-653E33C701D4},JAM,6c23e006-fa10-4229-90e9-5744fb7e9764,6,115,JAM_HEAVY_TRAFFIC,ProvaznÃ­kova,,1256573,2024/04/09 06:02:27+00,16.639543
16.511343,49.174053,EZ,,,3,0,6,49.174053,{D17FE549-1F6F-9C33-160B-2B1E6EFDEC7B},JAM,0fa78780-70ea-46ba-8ab0-2090892bab5e,3,114,,D1,,1256574,2024/04/09 06:02:22+00,16.511343
16.617525,49.127912,EZ,,ModÅ™ice,5,0,5,49.127912,{22BA0B9E-2076-6B4E-098F-48CC1088D062},JAM,fd2361e4-09e0-4a4f-9509-a93fb8136b27,2,250,JAM_HEAVY_TRAFFIC,nÃ¡mÄ›stÃ­ Svobody,,1256575,2024/04/09 06:02:05+00,16.617525
16.508163,49.174875,EZ,,,3,0,6,49.174875,{622DBF06-9692-0D04-3826-3721419106B0},JAM,433d6183-b65d-4852-948b-fefe8aa1a40a,3,107,,D1,,1256576,2024/04/09 06:02:56+00,16.508163
